room_type_id,large_double_bed,large_bed,single_bed,sofa_bed,double_bed,small_double_bed,king_size_bed,futon_mattress,bunk_bed,flexibility_score,sqm,bathroom_count,is_private_bathroom,views,balcony-terrace,closet,air_conditioning,hair_dryer,complimentary-bottled-water,bathtub,shower,refrigerator,high-floor,dressing-room,ground-floor,private-pool,top-floor,complimentary-instant-coffee,electric-blanket,free-welcome-drink,low-floor,complimentary-tea,coffee-tea-maker,hot-spring-access,bedroom_count,price_option_price,adults_number,children_number,bãi_đậu_xe,phòng_tập,wifi_miễn_phí,không_hoàn_tiền,miễn_phí_hủy,vào_hồ_bơi_miễn_phí,đã_kèm_bữa_sáng,hotel_id,room_room_type_name,hotel_name,hotel_address,region
8387.0,1,1,1,1,1,1,1,1,1,2.0,32.0,0.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1354880.9999999998,2.0,1.0,1,1,1,1,1,1,1,2613743.0,Phòng có ban công (Balcony Room),Khách sạn Lotus Sài Gòn (Lotus Saigon Hotel),"120 Cách Mạng Tháng Tám, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Quận 3, Hồ Chí Minh, Việt Nam, 72400",Thành phố Hồ Chí Minh
8387.0,1,1,1,1,1,1,1,1,1,2.0,32.0,0.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1387095.0,2.0,0.0,1,1,1,1,1,1,1,2613743.0,Phòng có ban công (Balcony Room),Khách sạn Lotus Sài Gòn (Lotus Saigon Hotel),"120 Cách Mạng Tháng Tám, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Quận 3, Hồ Chí Minh, Việt Nam, 72400",Thành phố Hồ Chí Minh
8388.0,1,1,1,1,1,1,1,1,1,2.0,32.0,0.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1735115.0,2.0,1.0,1,1,1,1,1,1,1,2613743.0,Dãy phòng Executive (Executive Rooms),Khách sạn Lotus Sài Gòn (Lotus Saigon Hotel),"120 Cách Mạng Tháng Tám, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Quận 3, Hồ Chí Minh, Việt Nam, 72400",Thành phố Hồ Chí Minh
8388.0,1,1,1,1,1,1,1,1,1,2.0,32.0,0.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1775595.0,2.0,1.0,1,1,1,1,1,1,1,2613743.0,Dãy phòng Executive (Executive Rooms),Khách sạn Lotus Sài Gòn (Lotus Saigon Hotel),"120 Cách Mạng Tháng Tám, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Quận 3, Hồ Chí Minh, Việt Nam, 72400",Thành phố Hồ Chí Minh
8388.0,1,1,1,1,1,1,1,1,1,2.0,32.0,0.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1847254.0000000002,2.0,0.0,1,1,1,1,1,1,1,2613743.0,Dãy phòng Executive (Executive Rooms),Khách sạn Lotus Sài Gòn (Lotus Saigon Hotel),"120 Cách Mạng Tháng Tám, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Quận 3, Hồ Chí Minh, Việt Nam, 72400",Thành phố Hồ Chí Minh
8389.0,1,1,1,1,1,1,1,1,1,1.0,25.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1503787.0000000002,2.0,1.0,1,1,1,1,1,1,1,12180552.000000002,Loại Sang - 1 Giường Lớn Nhìn Ra Sân (Deluxe - 1 King Bed with Patio View),Khách sạn SAZI Resin - Miễn phí làm móng gội đầu (SAZI Resin Hotel - Free Nails HairWash),"19C Bui Thi Xuan Street, Ben Thanh Ward, District 1, Quận 1, Hồ Chí Minh, Việt Nam, 700000",Thành phố Hồ Chí Minh
8389.0,1,1,1,1,1,1,1,1,1,1.0,25.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1527758.0,2.0,0.0,1,1,1,1,1,1,1,12180552.000000002,Loại Sang - 1 Giường Lớn Nhìn Ra Sân (Deluxe - 1 King Bed with Patio View),Khách sạn SAZI Resin - Miễn phí làm móng gội đầu (SAZI Resin Hotel - Free Nails HairWash),"19C Bui Thi Xuan Street, Ben Thanh Ward, District 1, Quận 1, Hồ Chí Minh, Việt Nam, 700000",Thành phố Hồ Chí Minh
8390.0,1,1,1,1,1,1,1,1,1,1.0,17.238134637796268,0.0,1,no view,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1528620.0,2.0,0.0,1,1,1,1,1,1,1,12180552.000000002,Phòng Loại Sang (Deluxe Room),Khách sạn SAZI Resin - Miễn phí làm móng gội đầu (SAZI Resin Hotel - Free Nails HairWash),"19C Bui Thi Xuan Street, Ben Thanh Ward, District 1, Quận 1, Hồ Chí Minh, Việt Nam, 700000",Thành phố Hồ Chí Minh
8390.0,1,1,1,1,1,1,1,1,1,1.0,16.75010629529148,0.0,1,no view,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1623981.0,2.0,0.0,1,1,1,1,1,1,1,12180552.000000002,Phòng Loại Sang (Deluxe Room),Khách sạn SAZI Resin - Miễn phí làm móng gội đầu (SAZI Resin Hotel - Free Nails HairWash),"19C Bui Thi Xuan Street, Ben Thanh Ward, District 1, Quận 1, Hồ Chí Minh, Việt Nam, 700000",Thành phố Hồ Chí Minh
8391.0,1,1,1,1,1,1,1,1,1,1.0,35.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1813210.0,3.0,1.0,1,1,1,1,1,1,1,12180552.000000002,Deluxe 3 người (Deluxe Triple),Khách sạn SAZI Resin - Miễn phí làm móng gội đầu (SAZI Resin Hotel - Free Nails HairWash),"19C Bui Thi Xuan Street, Ben Thanh Ward, District 1, Quận 1, Hồ Chí Minh, Việt Nam, 700000",Thành phố Hồ Chí Minh
8391.0,1,1,1,1,1,1,1,1,1,1.0,35.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1856543.9999999998,2.0,0.0,1,1,1,1,1,1,1,12180552.000000002,Deluxe 3 người (Deluxe Triple),Khách sạn SAZI Resin - Miễn phí làm móng gội đầu (SAZI Resin Hotel - Free Nails HairWash),"19C Bui Thi Xuan Street, Ben Thanh Ward, District 1, Quận 1, Hồ Chí Minh, Việt Nam, 700000",Thành phố Hồ Chí Minh
8391.0,1,1,1,1,1,1,1,1,1,1.0,35.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1880840.0,2.0,0.0,1,1,1,1,1,1,1,12180552.000000002,Deluxe 3 người (Deluxe Triple),Khách sạn SAZI Resin - Miễn phí làm móng gội đầu (SAZI Resin Hotel - Free Nails HairWash),"19C Bui Thi Xuan Street, Ben Thanh Ward, District 1, Quận 1, Hồ Chí Minh, Việt Nam, 700000",Thành phố Hồ Chí Minh
8392.0,1,1,1,1,1,1,1,1,1,1.0,30.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1215165.0,2.0,0.0,1,1,1,1,1,1,1,42035516.0,Phòng Giường Lớn Loại Sang Hướng Thành Phố (Deluxe City View King Room),Khách sạn Hera Luxury (Hera Luxury Hotel),"19 Hậu Giang, Tân Bình, Hồ Chí Minh, Việt Nam, 700000",Thành phố Hồ Chí Minh
8392.0,1,1,1,1,1,1,1,1,1,1.0,30.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1248032.0,2.0,0.0,1,1,1,1,1,1,1,42035516.0,Phòng Giường Lớn Loại Sang Hướng Thành Phố (Deluxe City View King Room),Khách sạn Hera Luxury (Hera Luxury Hotel),"19 Hậu Giang, Tân Bình, Hồ Chí Minh, Việt Nam, 700000",Thành phố Hồ Chí Minh
8392.0,1,1,1,1,1,1,1,1,1,1.0,30.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1251052.0,2.0,0.0,1,1,1,1,1,1,1,42035516.0,Phòng Giường Lớn Loại Sang Hướng Thành Phố (Deluxe City View King Room),Khách sạn Hera Luxury (Hera Luxury Hotel),"19 Hậu Giang, Tân Bình, Hồ Chí Minh, Việt Nam, 700000",Thành phố Hồ Chí Minh
8392.0,1,1,1,1,1,1,1,1,1,1.0,30.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1416667.0,2.0,0.0,1,1,1,1,1,1,1,42035516.0,Phòng Giường Lớn Loại Sang Hướng Thành Phố (Deluxe City View King Room),Khách sạn Hera Luxury (Hera Luxury Hotel),"19 Hậu Giang, Tân Bình, Hồ Chí Minh, Việt Nam, 700000",Thành phố Hồ Chí Minh
8393.0,1,1,1,1,1,1,1,1,1,1.0,33.0,1.0,1,nature,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,3026403.0,2.0,0.0,1,1,1,1,1,1,1,1193366.0,Căn Hộ Nhỏ Loại Sang (Deluxe Studio),SILA Urban Living,"21 Ngo Thoi Nhiem, Xuan Hoa Ward, Ho Chi Minh City, Vietnam, Quận 3, Hồ Chí Minh, Việt Nam, 7000",Thành phố Hồ Chí Minh
8393.0,1,1,1,1,1,1,1,1,1,1.0,33.0,1.0,1,nature,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,3849050.0000000005,2.0,0.0,1,1,1,1,1,1,1,1193366.0,Căn Hộ Nhỏ Loại Sang (Deluxe Studio),SILA Urban Living,"21 Ngo Thoi Nhiem, Xuan Hoa Ward, Ho Chi Minh City, Vietnam, Quận 3, Hồ Chí Minh, Việt Nam, 7000",Thành phố Hồ Chí Minh
8393.0,1,1,1,1,1,1,1,1,1,1.0,33.0,1.0,1,nature,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,4555791.0,2.0,0.0,1,1,1,1,1,1,1,1193366.0,Căn Hộ Nhỏ Loại Sang (Deluxe Studio),SILA Urban Living,"21 Ngo Thoi Nhiem, Xuan Hoa Ward, Ho Chi Minh City, Vietnam, Quận 3, Hồ Chí Minh, Việt Nam, 7000",Thành phố Hồ Chí Minh
8394.0,1,1,1,1,1,1,1,1,1,1.0,37.0,1.0,1,pool,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,3046421.0,2.0,0.0,1,1,1,1,1,1,1,1193366.0,Executive Studio 2 giường đơn (Executive Studio Twin),SILA Urban Living,"21 Ngo Thoi Nhiem, Xuan Hoa Ward, Ho Chi Minh City, Vietnam, Quận 3, Hồ Chí Minh, Việt Nam, 7000",Thành phố Hồ Chí Minh
8394.0,1,1,1,1,1,1,1,1,1,1.0,37.0,1.0,1,pool,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,4089616.0,2.0,0.0,1,1,1,1,1,1,1,1193366.0,Executive Studio 2 giường đơn (Executive Studio Twin),SILA Urban Living,"21 Ngo Thoi Nhiem, Xuan Hoa Ward, Ho Chi Minh City, Vietnam, Quận 3, Hồ Chí Minh, Việt Nam, 7000",Thành phố Hồ Chí Minh
8394.0,1,1,1,1,1,1,1,1,1,1.0,37.0,1.0,1,pool,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,4915458.0,2.0,0.0,1,1,1,1,1,1,1,1193366.0,Executive Studio 2 giường đơn (Executive Studio Twin),SILA Urban Living,"21 Ngo Thoi Nhiem, Xuan Hoa Ward, Ho Chi Minh City, Vietnam, Quận 3, Hồ Chí Minh, Việt Nam, 7000",Thành phố Hồ Chí Minh
8395.0,1,1,1,1,1,1,1,1,1,1.0,37.0,1.0,1,pool,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,3046421.0,2.0,0.0,1,1,1,1,1,1,1,1193366.0,Executive Studio,SILA Urban Living,"21 Ngo Thoi Nhiem, Xuan Hoa Ward, Ho Chi Minh City, Vietnam, Quận 3, Hồ Chí Minh, Việt Nam, 7000",Thành phố Hồ Chí Minh
8395.0,1,1,1,1,1,1,1,1,1,1.0,37.0,1.0,1,pool,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,4089616.0,2.0,0.0,1,1,1,1,1,1,1,1193366.0,Executive Studio,SILA Urban Living,"21 Ngo Thoi Nhiem, Xuan Hoa Ward, Ho Chi Minh City, Vietnam, Quận 3, Hồ Chí Minh, Việt Nam, 7000",Thành phố Hồ Chí Minh
8395.0,1,1,1,1,1,1,1,1,1,1.0,37.0,1.0,1,pool,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,4915458.0,2.0,0.0,1,1,1,1,1,1,1,1193366.0,Executive Studio,SILA Urban Living,"21 Ngo Thoi Nhiem, Xuan Hoa Ward, Ho Chi Minh City, Vietnam, Quận 3, Hồ Chí Minh, Việt Nam, 7000",Thành phố Hồ Chí Minh
8396.0,1,1,1,1,1,1,1,1,1,1.0,12.0,0.0,1,no view,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,191757.0,2.0,1.0,1,1,1,1,1,1,1,66767085.00000001,Phòng Tiết Kiệm giường đôi (Double Economy),Đại Bình Minh (ĐẠI BÌNH MINH ),"No. 49, Nguyen Thi Thap Street, Tan Phu, District 7, Quận 7, Hồ Chí Minh, Việt Nam",Thành phố Hồ Chí Minh
8397.0,1,1,1,1,1,1,1,1,1,1.0,14.0,0.0,1,no view,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,203495.0,2.0,1.0,1,1,1,1,1,1,1,66767085.00000001,Phòng Tiêu Chuẩn (Standard),Đại Bình Minh (ĐẠI BÌNH MINH ),"No. 49, Nguyen Thi Thap Street, Tan Phu, District 7, Quận 7, Hồ Chí Minh, Việt Nam",Thành phố Hồ Chí Minh
8398.0,1,1,1,1,1,1,1,1,1,1.0,25.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,426068.00000000006,2.0,1.0,1,1,1,1,1,1,1,66767085.00000001,Phòng Loại Sang (Deluxe),Đại Bình Minh (ĐẠI BÌNH MINH ),"No. 49, Nguyen Thi Thap Street, Tan Phu, District 7, Quận 7, Hồ Chí Minh, Việt Nam",Thành phố Hồ Chí Minh
8399.0,1,1,1,1,1,1,1,1,1,1.0,17.0,1.0,1,no view,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,393519.0,2.0,0.0,1,1,1,1,1,1,1,1723601.0,Phòng Tiêu chuẩn giường đôi (Standard Double),GOLF STAR HOTEL,"848 QUANG TRUNG ST.,WARD 8, Gò Vấp, Hồ Chí Minh, Việt Nam, 70000",Thành phố Hồ Chí Minh
8400.0,1,1,1,1,1,1,1,1,1,1.0,37.0,1.0,1,garden,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,602083.0,1.0,0.0,1,1,1,1,1,1,1,1723601.0,Phòng Đơn Loại Sang (Deluxe Single Room),GOLF STAR HOTEL,"848 QUANG TRUNG ST.,WARD 8, Gò Vấp, Hồ Chí Minh, Việt Nam, 70000",Thành phố Hồ Chí Minh
8401.0,1,1,1,1,1,1,1,1,1,1.0,26.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,4716933.0,2.0,1.0,1,1,1,1,1,1,1,39903238.0,Phòng Studio Hướng Thành Phố (Studio Room City View),Signature by M Village Hai Bà Trưng,"74 Hai Ba Trung street, ward Ben Nghe, District 1, Quận 1, Hồ Chí Minh, Việt Nam, 700000",Thành phố Hồ Chí Minh
8402.0,1,1,1,1,1,1,1,1,1,1.0,28.0,0.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,4864503.0,2.0,1.0,1,1,1,1,1,1,1,39903238.0,Phòng Studio có Ban công (Studio Room with Balcony),Signature by M Village Hai Bà Trưng,"74 Hai Ba Trung street, ward Ben Nghe, District 1, Quận 1, Hồ Chí Minh, Việt Nam, 700000",Thành phố Hồ Chí Minh
8403.0,1,1,1,1,1,1,1,1,1,1.0,30.0,0.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,4883098.0,2.0,1.0,1,1,1,1,1,1,1,39903238.0,Deluxe có ban công (Deluxe with Balcony),Signature by M Village Hai Bà Trưng,"74 Hai Ba Trung street, ward Ben Nghe, District 1, Quận 1, Hồ Chí Minh, Việt Nam, 700000",Thành phố Hồ Chí Minh
8403.0,1,1,1,1,1,1,1,1,1,1.0,30.0,0.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,6200278.000000001,2.0,1.0,1,1,1,1,1,1,1,39903238.0,Deluxe có ban công (Deluxe with Balcony),Signature by M Village Hai Bà Trưng,"74 Hai Ba Trung street, ward Ben Nghe, District 1, Quận 1, Hồ Chí Minh, Việt Nam, 700000",Thành phố Hồ Chí Minh
8404.0,1,1,1,1,1,1,1,1,1,1.0,26.0,1.0,1,no view,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,5030753.0,2.0,0.0,1,1,1,1,1,1,1,39903238.0,Phòng Studio (Studio Room),Signature by M Village Hai Bà Trưng,"74 Hai Ba Trung street, ward Ben Nghe, District 1, Quận 1, Hồ Chí Minh, Việt Nam, 700000",Thành phố Hồ Chí Minh
8404.0,1,1,1,1,1,1,1,1,1,1.0,26.0,1.0,1,no view,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,5709167.0,2.0,1.0,1,1,1,1,1,1,1,39903238.0,Phòng Studio (Studio Room),Signature by M Village Hai Bà Trưng,"74 Hai Ba Trung street, ward Ben Nghe, District 1, Quận 1, Hồ Chí Minh, Việt Nam, 700000",Thành phố Hồ Chí Minh
8405.0,1,1,1,1,1,1,1,1,1,1.0,30.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,5414921.000000001,2.0,1.0,1,1,1,1,1,1,1,39903238.0,Deluxe Có ban công Hướng phố (Deluxe Balcony City View),Signature by M Village Hai Bà Trưng,"74 Hai Ba Trung street, ward Ben Nghe, District 1, Quận 1, Hồ Chí Minh, Việt Nam, 700000",Thành phố Hồ Chí Minh
8406.0,1,1,1,1,1,1,1,1,1,1.0,60.0,0.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,8654203.0,2.0,1.0,1,1,1,1,1,1,1,39903238.0,Grand Suite,Signature by M Village Hai Bà Trưng,"74 Hai Ba Trung street, ward Ben Nghe, District 1, Quận 1, Hồ Chí Minh, Việt Nam, 700000",Thành phố Hồ Chí Minh
8406.0,1,1,1,1,1,1,1,1,1,1.0,60.0,0.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,10988611.0,2.0,1.0,1,1,1,1,1,1,1,39903238.0,Grand Suite,Signature by M Village Hai Bà Trưng,"74 Hai Ba Trung street, ward Ben Nghe, District 1, Quận 1, Hồ Chí Minh, Việt Nam, 700000",Thành phố Hồ Chí Minh
8407.0,1,1,1,1,1,1,1,1,1,2.0,101.0,2.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,14577758.999999998,4.0,0.0,1,1,1,1,1,1,1,5027414.0,Grand 2 Phòng Ngủ (Grand Two Bedroom),Sedona Suites Hồ Chí Minh (Sedona Suites Ho Chi Minh City),"67 Le Loi Boulevard, Sai Gon Ward, Ho Chi Minh City, Vietnam, Quận 1, Hồ Chí Minh, Việt Nam, 710200",Thành phố Hồ Chí Minh
8407.0,1,1,1,1,1,1,1,1,1,2.0,101.0,2.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,15478812.0,4.0,0.0,1,1,1,1,1,1,1,5027414.0,Grand 2 Phòng Ngủ (Grand Two Bedroom),Sedona Suites Hồ Chí Minh (Sedona Suites Ho Chi Minh City),"67 Le Loi Boulevard, Sai Gon Ward, Ho Chi Minh City, Vietnam, Quận 1, Hồ Chí Minh, Việt Nam, 710200",Thành phố Hồ Chí Minh
8408.0,1,1,1,1,1,1,1,1,1,1.0,125.0,2.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.0,15155977.0,6.0,0.0,1,1,1,1,1,1,1,5027414.0,Grand 3 Phòng Ngủ (Grand Three Bedroom),Sedona Suites Hồ Chí Minh (Sedona Suites Ho Chi Minh City),"67 Le Loi Boulevard, Sai Gon Ward, Ho Chi Minh City, Vietnam, Quận 1, Hồ Chí Minh, Việt Nam, 710200",Thành phố Hồ Chí Minh
8408.0,1,1,1,1,1,1,1,1,1,1.0,125.0,2.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.0,16521830.0,6.0,0.0,1,1,1,1,1,1,1,5027414.0,Grand 3 Phòng Ngủ (Grand Three Bedroom),Sedona Suites Hồ Chí Minh (Sedona Suites Ho Chi Minh City),"67 Le Loi Boulevard, Sai Gon Ward, Ho Chi Minh City, Vietnam, Quận 1, Hồ Chí Minh, Việt Nam, 710200",Thành phố Hồ Chí Minh
8409.0,1,1,1,1,1,1,1,1,1,1.0,36.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,7800000.0,2.0,0.0,1,1,1,1,1,1,1,6428322.000000001,"Premier room, Sky view, Guest room, 1 King","Vinpearl Landmark 81, Autograph Collection","720A Dien Bien Phu, Thanh My Tay Ward, Ho Chi Minh, Bình Thạnh, Hồ Chí Minh, Việt Nam, 70000",Thành phố Hồ Chí Minh
8409.0,1,1,1,1,1,1,1,1,1,1.0,36.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,8800000.0,2.0,0.0,1,1,1,1,1,1,1,6428322.000000001,"Premier room, Sky view, Guest room, 1 King","Vinpearl Landmark 81, Autograph Collection","720A Dien Bien Phu, Thanh My Tay Ward, Ho Chi Minh, Bình Thạnh, Hồ Chí Minh, Việt Nam, 70000",Thành phố Hồ Chí Minh
8410.0,1,1,1,1,1,1,1,1,1,1.0,36.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,8100000.0,2.0,0.0,1,1,1,1,1,1,1,6428322.000000001,"Premier room, Panoramic, Guest room, 2 Twin","Vinpearl Landmark 81, Autograph Collection","720A Dien Bien Phu, Thanh My Tay Ward, Ho Chi Minh, Bình Thạnh, Hồ Chí Minh, Việt Nam, 70000",Thành phố Hồ Chí Minh
8410.0,1,1,1,1,1,1,1,1,1,1.0,36.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,9100000.0,2.0,0.0,1,1,1,1,1,1,1,6428322.000000001,"Premier room, Panoramic, Guest room, 2 Twin","Vinpearl Landmark 81, Autograph Collection","720A Dien Bien Phu, Thanh My Tay Ward, Ho Chi Minh, Bình Thạnh, Hồ Chí Minh, Việt Nam, 70000",Thành phố Hồ Chí Minh
8411.0,1,1,1,1,1,1,1,1,1,1.0,36.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,8300000.0,2.0,0.0,1,1,1,1,1,1,1,6428322.000000001,"Premier room, Panoramic, Guest room, 1 King","Vinpearl Landmark 81, Autograph Collection","720A Dien Bien Phu, Thanh My Tay Ward, Ho Chi Minh, Bình Thạnh, Hồ Chí Minh, Việt Nam, 70000",Thành phố Hồ Chí Minh
8411.0,1,1,1,1,1,1,1,1,1,1.0,36.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,9300000.0,2.0,0.0,1,1,1,1,1,1,1,6428322.000000001,"Premier room, Panoramic, Guest room, 1 King","Vinpearl Landmark 81, Autograph Collection","720A Dien Bien Phu, Thanh My Tay Ward, Ho Chi Minh, Bình Thạnh, Hồ Chí Minh, Việt Nam, 70000",Thành phố Hồ Chí Minh
8412.0,1,1,1,1,1,1,1,1,1,1.0,36.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,9950000.0,2.0,0.0,1,1,1,1,1,1,1,6428322.000000001,"Club room, Sky view, Club lounge access, Guest room, 2 Twin","Vinpearl Landmark 81, Autograph Collection","720A Dien Bien Phu, Thanh My Tay Ward, Ho Chi Minh, Bình Thạnh, Hồ Chí Minh, Việt Nam, 70000",Thành phố Hồ Chí Minh
8412.0,1,1,1,1,1,1,1,1,1,1.0,36.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,11750000.000000002,3.0,0.0,1,1,1,1,1,1,1,6428322.000000001,"Club room, Sky view, Club lounge access, Guest room, 2 Twin","Vinpearl Landmark 81, Autograph Collection","720A Dien Bien Phu, Thanh My Tay Ward, Ho Chi Minh, Bình Thạnh, Hồ Chí Minh, Việt Nam, 70000",Thành phố Hồ Chí Minh
8413.0,1,1,1,1,1,1,1,1,1,1.0,36.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,10300000.0,2.0,0.0,1,1,1,1,1,1,1,6428322.000000001,"Club room, Sky view, Club lounge access, Guest room, 1 King","Vinpearl Landmark 81, Autograph Collection","720A Dien Bien Phu, Thanh My Tay Ward, Ho Chi Minh, Bình Thạnh, Hồ Chí Minh, Việt Nam, 70000",Thành phố Hồ Chí Minh
8413.0,1,1,1,1,1,1,1,1,1,1.0,36.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,12100000.0,3.0,0.0,1,1,1,1,1,1,1,6428322.000000001,"Club room, Sky view, Club lounge access, Guest room, 1 King","Vinpearl Landmark 81, Autograph Collection","720A Dien Bien Phu, Thanh My Tay Ward, Ho Chi Minh, Bình Thạnh, Hồ Chí Minh, Việt Nam, 70000",Thành phố Hồ Chí Minh
8414.0,1,1,1,1,1,1,1,1,1,1.0,36.0,1.0,1,city,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,10799999.999999998,2.0,0.0,1,1,1,1,1,1,1,6428322.000000001,"Club room, Panoramic, Club lounge access, Guest room, 1 King","Vinpearl Landmark 81, Autograph Collection","720A Dien Bien Phu, Thanh My Tay Ward, Ho Chi Minh, Bình Thạnh, Hồ Chí Minh, Việt Nam, 70000",Thành phố Hồ Chí Minh
8415.0,1,1,1,1,1,1,1,1,1,1.0,202.81278421016296,2.0,1,sea,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,220000000.0,2.0,0.0,1,1,1,1,1,1,1,6428322.000000001,"presidential suite, club lounge access, 2 bedroom suite, bedroom 1: 1 king, bedroom 2: 1 king","Vinpearl Landmark 81, Autograph Collection","720A Dien Bien Phu, Thanh My Tay Ward, Ho Chi Minh, Bình Thạnh, Hồ Chí Minh, Việt Nam, 70000",Thành phố Hồ Chí Minh
