hotel_id,hotel_name,hotel_address,region
35745040,"Căn hộ 50 m² 1 phòng ngủ, 1 phòng tắm riêng ở Dĩ An (Căn Hộ Homstay 2PN - 5 Sao tại Vincom, Dĩ An. )","Dĩ An, Bình Dương, Việt Nam",Bình Dương
79830931,Khách sạn Bình Cơ (Bình Cơ Hotel),"Số 902 Đường Hội Nghĩa 83, Phường Hội Nghĩa, Bình Dương, Việt Nam",Bình Dương
79383320,Platinum,"Đường KK 3, Bình Dương, Việt Nam",Bình Dương
60842508,"Nhà riêng m² 12 phòng ngủ, 12 phòng tắm riêng ở Thuận An (Nhà Nghỉ Ngọc Phạm)","Thuận An, Bình Dương, Việt Nam",Bình Dương
21952476,Kỳ Phú (Ky Phu),"89C/1 Town 1A Thuận An, An Phu Phường, Bình Dương, Việt Nam",Bình Dương
59561670,"Căn hộ m² 2 phòng ngủ, 2 phòng tắm riêng ở Thủ Dầu Một (C-Sky View Apartment - 2Brs - Swimming Pool - Gym)","Thủ Dầu Một, Bình Dương, Việt Nam",Bình Dương
64038795,Hotel Truong Giang,"NE8 Đường, Bình Dương, Việt Nam",Bình Dương
28723451,"Biệt thự 1200 m² 4 phòng ngủ, 5 phòng tắm riêng ở Vinh Phú (Four Bedrooms Riverside Villa with Sunset & Pool)","D88B, Bình Dương, Việt Nam",Bình Dương
78040243,"Nhà riêng m² 1 phòng ngủ, 1 phòng tắm riêng ở Xóm Bưng Đìa (Sora Gardens1 1 bedroom 63m2)","Lô C18 Đường Hùng Vương, Bình Dương, Việt Nam",Bình Dương
69127449,Khách Sạn Hoa Anh Đào (Khach San Hoa Anh Đao),"1231/15 Tỉnh lộ 43 1231/15 Thuận An, Bình Dương, Việt Nam",Bình Dương
17012626,"Căn hộ 75 m² 2 phòng ngủ, 2 phòng tắm riêng ở Hòa Phú (Nha da ban roi. Khong cho thue nua. Not for rent)","Hòa Phú, Bình Dương, Việt Nam",Bình Dương
51664475,"Căn hộ 100 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vinh Phú (the emerad gofl view)","Thuận An, Bình Dương, Việt Nam",Bình Dương
39830475,"Căn hộ 96 m² 1 phòng ngủ, 3 phòng tắm riêng ở Dĩ An (Charm House4 - 3bedroom, Floor25)","Dĩ An, Bình Dương, Việt Nam",Bình Dương
79940602,Rustic Homestay Bình Dương (Rustic Homestay Binh Duong),"Bình Dương, Việt Nam",Bình Dương
68549055,"Căn hộ m² 1 phòng ngủ, 1 phòng tắm riêng ở Bến Cát (Hiến )","Bến Cát, Bình Dương, Việt Nam",Bình Dương
34732346,"Căn hộ 50 m² 1 phòng ngủ, 1 phòng tắm riêng ở Dĩ An (Căn Hộ Cao Cấp 50M2 Khu VinCom Dĩ An (Chamcity))","Dĩ An, Bình Dương, Việt Nam",Bình Dương
35228829,"Căn hộ 55 m² 1 phòng ngủ, 1 phòng tắm riêng ở Dĩ An (Lovely Luxury Apartment 5)","Dĩ An, Bình Dương, Việt Nam",Bình Dương
55410691,The Emerald Golf View,"The Emerald Golf View, Bình Dương, Việt Nam",Bình Dương
63185997,"Căn hộ 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Thuận An (Khách Sạn Bảo Trân)","Thuận An, Bình Dương, Việt Nam",Bình Dương
63326539,"Căn hộ 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Thuận An (Khách Sạn Bảo Trân)","Thuận An, Bình Dương, Việt Nam",Bình Dương
23139683,"Nhà riêng 100 m² 2 phòng ngủ, 2 phòng tắm riêng ở Di An (Phong cho thue Di an)","Dĩ An, Bình Dương, Việt Nam",Bình Dương
44335172,"Nhà riêng 80 m² 2 phòng ngủ, 2 phòng tắm riêng ở Thủ Dầu Một (Apartment with Saigon river view)","Thủ Dầu Một, Bình Dương, Việt Nam",Bình Dương
63143430,"Căn hộ m² 1 phòng ngủ, 1 phòng tắm riêng ở Thuận An (hotell Bảo Trân)","Thuận An, Bình Dương, Việt Nam",Bình Dương
27847541,Khu căn hộ S79 Panorama (S79 Residences Panorama),"Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương, Việt Nam",Bình Dương
68419347,"Căn hộ 50 m² 1 phòng ngủ, 1 phòng tắm riêng ở Thủ Dầu Một (Căn hộ Bình Dương-Happy One Central Appartment)","Thủ Dầu Một, Bình Dương, Việt Nam",Bình Dương
77622427,Khách sạn COMMON INN Thủ Dầu Một (COMMON INN Thu Dau Mot),"171 Đường Ho ng Văn Thụ, Bình Dương, Việt Nam",Bình Dương
54619094,Hoa Cúc Phương Hotel Dĩ An - Bình Dương,"72C   dong Hoa Di An, Việt Nam",Bình Dương
78757156,Căn hộ nghỉ dưỡng Dĩ An (Can ho nghi duong Di An),"Dĩ An, Bình Dương, Việt Nam",Bình Dương
36927340,"Căn hộ 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Dĩ An (Khu phức hợp Charm City, căn hộ cao cấp nhất Dĩ An)","Dĩ An, Bình Dương, Việt Nam",Bình Dương
28853368,Khách sạn Thành Đạt (Thanh Dat Hotel),"3 CN Đường, An Phu Phường, Bình Dương, Việt Nam",Bình Dương
55323509,"Nhà riêng 100 m² 3 phòng ngủ, 4 phòng tắm riêng ở Thuận An (Tropical House Bình Dương)","Thuận An, Bình Dương, Việt Nam",Bình Dương
67378274,Ellman Hotel - 艾尔曼酒店,"Đường NA4, Bình Dương, Việt Nam",Bình Dương
31728060,Charm City Apartment Di An Binh Duong,"Dĩ An, Bình Dương, Việt Nam",Bình Dương
60156281,"Căn hộ 60 m² 2 phòng ngủ, 2 phòng tắm riêng ở Thuận An (Trung tâm Tp Thuận An, cách quận 1 (HCM) chỉ 30ph )","Thuận An, Bình Dương, Việt Nam",Bình Dương
34164435,"Căn hộ 55 m² 2 phòng ngủ, 1 phòng tắm riêng ở Dĩ An (Căn Hộ Home Stay 5 Sao (Reosort) Dĩ An - 3KM TPHCM)","Dĩ An, Bình Dương, Việt Nam",Bình Dương
61349581,"Nhà riêng 64 m² 1 phòng ngủ, 1 phòng tắm riêng ở Bình Long (Snow Trinh Homestay)","Thị x Chơn Thành, Tổ 12  Phường Minh Hưng, Việt Nam",Bình Phước
68166059,Hoang Hung Hotel,"Ap 3B Quoc lo 13, Việt Nam",Bình Phước
48728667,Khách sạn Tân Hạnh (KHACH SAN TAN HANH),"179 Đường Nguyễn Tất Thành, Phường Long Phước, Việt Nam",Bình Phước
32608064,Khách sạn Binh Long (Binh Long Hotel),"207 Trần Hưng Đạo Tỉnh Bình Phước, Phường Phú Đức, Việt Nam",Bình Phước
79972415,Ladona Farmstay,"Ladona Farmstay, Việt Nam",Bình Phước
64896649,Nhà Nghỉ Đồng Xoài Đoàn Gia,"1330/12/14 Phú Riềng Đỏ Tân Đồng, Việt Nam",Bình Phước
51515389,Nhà nghỉ Quốc Khánh (Nha nghi Quoc Khanh),"198 Quốc lộ 14, Việt Nam",Bình Phước
23166496,"Căn hộ 20 m² 1 phòng ngủ, 1 phòng tắm riêng ở Đồng Xoài (Hùng Oanh Hotel - Room with Double Bed)","Đồng Xoài, Việt Nam",Bình Phước
59439521,Nhà Nghỉ Bảo Ngọc,"329 Lê Quý Đôn Tân Xuân, Việt Nam",Bình Phước
37038854,Nhà Ông Chú (Nha Ong Chu),"Lê Trọng Tấn, Việt Nam",Bình Phước
34165157,"Căn hộ 20 m² 1 phòng ngủ, 1 phòng tắm riêng ở Đồng Xoài (Hùng Oanh Hotel - Room with 2 Double Beds)","Đồng Xoài, Việt Nam",Bình Phước
46886295,"Căn hộ 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Đồng Xoài (May House - Căn hộ dịch vụ)","Đồng Xoài, Việt Nam",Bình Phước
6748373,An Loc Hotel & Spa,"National Highway 13, Hung Chien Phường, Việt Nam",Bình Phước
73348841,Vivu24h Hồ Dầu Tiếng,"Vivu24h- Hồ Dầu Tiếng https //maps.app.goo.gl/r5qvMRNW5YDqbLbW8, Việt Nam",Bình Phước
46991867,"Căn hộ 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Đồng Xoài (May House - Căn hộ dịch vụ)","Đồng Xoài, Việt Nam",Bình Phước
59871386,Nhà Nghỉ KV (Nha Nghi KV),"Đồng Xoài, Việt Nam",Bình Phước
34309695,FLC Sea Tower Quy Nhơn Seaview Apartment,"Quy Nhơn (Bình Định), 02 Nguyen Trung Tin Quy Nhon Phường, Thành phố biển, Việt Nam",Bình Định
28201768,FLC Sea Tower - The Beach Quy Nhơn (FLC Sea Tower - The Beach Quy Nhon),"T a Nh FLC Sea Tower 44 Đường V Thị Yến, Phường Nguyễn Văn Cừ, Thành phố biển, Việt Nam",Bình Định
67703642,Khách sạn Sala Quy Nhơn Beach (Sala Quy Nhon Beach Hotel),"124 Phan Chu Trinh Quy Nhơn (Bình Định), Thành phố biển, Việt Nam",Bình Định
33801011,TMS Quy Nhơn - ROSHI Apartment Ocean View,"28 Nguyễn Huệ Tòa Nhà TMS, Thành phố biển, Việt Nam",Bình Định
