hotel_id,hotel_name,hotel_address,region
25559635,Fairfield by Marriott Nam Bình Dương (Fairfield by Marriott South Binh Duong),"No. 5 Huu Nghi Avenue, Vietnam - Singapore Industrial Park (VSIP), Binh Hoa Ward, Thuận An, Bình Dương, Vietnam",Bình Dương
80191425,Nhà nghỉ cao cấp NP (Np Luxury Motel),"Đường Thuận Giao 16, Thuận Giao, NP LUXURY MOTEL, Thuận An, Bình Dương, Vietnam",Bình Dương
1202485,Khách sạn Becamex New City (Becamex Hotel New City),"số B2, Đường Huyện ng Vương, Phường Bình Dương, Thành Phố Hồ Ch Minh, Vietnam, Hòa Phú, Bình Dương",Bình Dương
66152104,Khách sạn An Lộc (An Lộc Hotel),"40 Đường D3, Hiệp Thành, Thủ Dầu Một, Bình Dương, Vietnam",Bình Dương
51816388,HIIVE by fusion Thành phố Mới Bình Dương - VSIP 2 (HIIVE by fusion Binh Duong New City - VSIP 2),"32A7, đường Tạo Lực 5, (khu công nghiệp Vietnam - Singapore 2), phường Bình Dương, Thành phố Hồ Ch Minh, Vietnam., Hòa Phú, Bình Dương, Vietnam",Bình Dương
67419926,Căn hộ dịch vụ ORA - Thành phố mới Bình Dương (ORA Serviced Apartments - Binh Duong New City),"20 đường DA7, khu Phố 2, khu Đường Thị Mới, Thủ Dầu Một, Bình Dương ORA Apartments Managed By SAVIHOUSE, Hòa Phú, Bình Dương, Vietnam",Bình Dương
561997,Khách Sạn Long Bảo Châu (Long Bao Chau Hotel),"Số 9, Đường D10, Phường Chánh Nghĩa, Thủ Dầu Một, Bình Dương, Vietnam, +842743866161",Bình Dương
61697133,Happy One Central,"38A, 113, 30/4 Street, Phu Hoa Ward, Thu Dau Mot City, Happy One Central, Thủ Dầu Một, Bình Dương, Vietnam",Bình Dương
7520557,Nữ Hoàng (Elizabeth),"17/41 Trần Văn Ơn, Thủ Dầu Một, Bình Dương, Vietnam",Bình Dương
38746777,Amanda Boutique - Căn hộ dịch vụ & Khách sạn Bình Dương (Amanda Boutique - Serviced Apartment & Hotel Binh Duong),"38 Duong D4, KDC Chanh Nghia, Phuong Chanh Nghia, Thanh pho Thu Dau Mot, Thủ Dầu Một, Bình Dương, Vietnam",Bình Dương
527777,Becamex Hotel Thu Dau Mot,"Becamex Hotel, số 230 Đại Lộ Bình Dương, Phường Ph Lợi, Thành Phố Hồ Ch Minh, Vietnam, Thủ Dầu Một, Bình Dương, ​",Bình Dương
22807385,Hồ Tây Hotel (Ho Tay Hotel),"132 Đường Hoàng Văn Thụ, Thủ Dầu Một, Bình Dương, Vietnam",Bình Dương
27753977,Khách sạn Khải Hoàn (Khai Hoan Hotel),"ĐƯỜNG TC1 KHU ĐÔ THỊ MỸ PHƯỚC 2 THỊ XÃ BẾN CÁT TỈNH BÌNH DƯƠNG, Bến Cát, Bình Dương, Vietnam",Bình Dương
41243100,Khách sạn Hoàng Minh Châu Mỹ Phước 3 (Hotel Hoang Minh Chau My Phuoc 3),"No. 39, NE8 Street, Thoi Hoa Ward, Bến Cát, Bình Dương, Vietnam",Bình Dương
6592834,Spring Hotel,"23D, N2 street, Khu Pho Dong Nhi, Lai Thieu ward, Thuan An, Thuận An, Bình Dương, Vietnam",Bình Dương
45902478,Khách sạn Dạ Lan (Khach san Da Lan),"Số 46, Khu dân chư 19/8, Dĩ An, Bình Dương, Vietnam",Bình Dương
2513138,Hung Phuoc Hotel,"43-44-45 D1 Street, Industrial Zone My Phuoc 1 Ben Cat, Bến Cát, Bình Dương, Vietnam",Bình Dương
47144675,Nhà nghỉ VENUS 6 (Nhà Nghỉ VENUS 6(VENUS 6 Hotel)),"No. 116, Tran Phu Road, Thủ Dầu Một, Bình Dương, Vietnam",Bình Dương
48051693,Thủy Quỳnh hotel (Thuy Quynh hotel),"Đường tỉnh 744, Bến Cát, Bình Dương, Vietnam",Bình Dương
78472374,Khách sạn Summer (SUMMER HOTEL),"96a Lê Hồng Phong, Tân Đông Hiệp, Dĩ An, Bình Dương, Vietnam",Bình Dương
32790491,Căn hộ cao cấp Bcons Garden (Bcons Garden Luxury Apartment),"25A Phạm Hữu Lầu, Dĩ An Bcons Garden, Dĩ An, Bình Dương, Vietnam",Bình Dương
21585838,Khách sạn Hoàng Hùng (Hoang Hung Hotel),"7/79 Number 10 Street, Di An administrative center, Dĩ An, Bình Dương, Vietnam",Bình Dương
44688885,Nhà Nghỉ Tuyết Minh (Nha Nghi Tuyet Minh),"8 NA3, Bến Cát, Bình Dương, Vietnam",Bình Dương
41771557,Mia Hotel (Feliz Hotel Binh Duong),"80 Đường D8, Thủ Dầu Một, Bình Dương, Vietnam",Bình Dương
67746367,Khách sạn Khang Điền 2,"445 Đường. Nguyễn Văn Trỗi, Thủ Dầu Một, Bình Dương, Vietnam",Bình Dương
30507403,Vạn Huệ Homestay Bình Dương (Van Hue Homestay Binh Duong),"5/12C Đường Bùi Hữu Nghĩa, Khu Phố Bình Đức 2, Bình Hòa, Thuận An, Bình Dương, Vietnam",Bình Dương
72814400,Khách sạn LyLy 3 (Khach san LyLy 3),"58 Đường. NA1, Thuận An, Bình Dương, Vietnam",Bình Dương
78189963,Khách sạn Thọ Lập 3 Feliz (Thọ Lập 3 Feliz 寿立商旅酒店),"Đường D32, KDC Việt Sing, Khu Phố 4, Thuận An, Bình Dương, Vietnam",Bình Dương
55477674,Khách sạn Minh Thư (Minh Thư Hotel),"Đường. DA 7, Làng chuyên gia Oasis, An Phú, Thuận An, Bình Dương, Vietnam",Bình Dương
5780603,Khách sạn Trần Long Bình Dương (TRAN LONG BINH DUONG),"06-07, UNITOWN, PHUONG HOA PHU, THANH PHO THU DAU MOT, TINH BINH DUONG, Hòa Phú, Bình Dương, Vietnam",Bình Dương
25134310,Anhkhoa hotel Mỹ Phước (Anhkhoa hotel My Phuoc),"KP3 Đường DA01-01-KCN Mỹ Phước, phường Mỹ Phước, Bến Cát, Bình Dương, Vietnam",Bình Dương
517570,Kim Bang Binh Duong Hotel,"22 Đường Trần Phú, Phường Chánh Nghĩa, Thủ Dầu Một, Bình Dương, Vietnam",Bình Dương
51973678,Khách sạn CitiGo (CitiGo HOTEL),"Số 9, Đường số 13, Tổ 1, Khu phố 3, Phuong Uyen Hung, Thanh pho Tan Uyen, Bình Dương, Vietnam",Bình Dương
36627918,Khách sạn Băng Boutique (BĂNG BOUTIQUE HOTEL),"No. 29, Tran Phu Street, Chanh Nghia, Thu Dau Mot, Binh Duong 29, Vietnam, 29, Thủ Dầu Một, Bình Dương",Bình Dương
45049879,Khách sạn Thanh Tùng A2 (Hotel Thanh Tùng A2),"176 GS3, Đông Hoà Hotel Thanh Tùng, Dĩ An, Bình Dương, Vietnam",Bình Dương
42822207,Happy 2 Hotel Bình Dương (Happy 2 Hotel Binh Duong),"79 Đường NK9, Khu DC Ấp 2, Bến Cát 4, Bến Cát, Bình Dương, Vietnam",Bình Dương
62514499,Khách sạn Thanh Hằng (Thanh Hang Hotel),"N6 5A, Thị trấn. Lai Uyên, Thanh Hằng Hotel, Bến Cát, Bình Dương, Vietnam",Bình Dương
60535333,Khách sạn Phi Long 2 Thủ Dầu Một (Phi Long 2 Hotel Thu Dau Mot ),"No. 15/12, Alley 31, Hong Phong Street, Zone 7, Phu Tho Ward, Thu Dau Mot City, Binh Duong Province, Vietnam, Thủ Dầu Một, Bình Dương",Bình Dương
4210278,Hoang Phuc Hotel,"Vo Van Kiet, Hòa Phú, Bình Dương, Vietnam",Bình Dương
74448281,KHÁCH SẠN MlLAN (KHACH SAN MlLAN),"Dĩ An, Bình Dương, Vietnam",Bình Dương
75561452,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Bến Cát (Dori House Honas)","Số 32–34, đường Bình Thung, Phường Bình Thắng, Thành phố. Dĩ An, Căn 18 Tầng 29 Honas Residence, Bến Cát, Bình Dương, Vietnam",Bình Dương
47676608,Khách sạn Lucky Life (Lucky life hotel ),"D5A, kp4, Phường. Thới hòa, bến cát, bình dương, 6 tầng, Bến Cát, Bình Dương, Vietnam",Bình Dương
66736330,Khách sạn Phương Anh (Phương Anh Hotel),"ĐT743, Dĩ An, Bình Dương, Vietnam",Bình Dương
37968433,Khách sạn Thịnh Gia (Thịnh Gia Hotel),"Lo o95-96A, duong NF1, Khu pho 7, Chanh Phu Hoa, Ben Cat, Binh Duong, Bến Cát, Bình Dương, Vietnam",Bình Dương
37718196,Khách sạn Marina Bình Dương (Marina Hotel Bình Dương),"150 Nguyễn Hữu Cảnh, phường Phú Thọ, thành phố Thủ Dầu Một, tỉnh Bình Dương, Thủ Dầu Một, Bình Dương, Vietnam",Bình Dương
61415768,Khách Sạn Đức Toàn (Khach San Đuc Toan),"2/B2 Bình Hoà 24, Khu Dân Cư Đồng An, Phường Bình Hòa, Vietnam, Thuận An, Bình Dương",Bình Dương
65492084,Khách sạn Căn hộ dịch vụ Ruby Thủ Dầu Một,"137 Đường D, KDC Ch nh Nghĩa, Phường Ch nh Nghĩa, Thủ Dầu Một, Bình Dương, Vietnam",Bình Dương
50419039,Căn hộ cao cấp The Emerald Golf View (The Emerald Golf View Luxury Apartment),"No. 68 Binh Duong Avenue, Thuan An, Binh Duong, Thuận An, Bình Dương, Vietnam",Bình Dương
1590651,Bideco Hotel,"131 Tran Phu, Chanh Nghia Ward, Thủ Dầu Một, Bình Dương, Vietnam",Bình Dương
21724717,Nữ Hoàng (Elizabeth),"17/41 Trần Văn Ơn, Thủ Dầu Một, Bình Dương, Vietnam",Bình Dương
773934,khách sạn Âu Lạc (Au Lac Hotel),"Đường DA 1-2, Mỹ Phước 2, Bến Cát, Bến Cát, Bình Dương, Vietnam",Bình Dương
666001,Nhà hàng khách sạn Phạm Vân Sakura (Japanese Restaurant and Hotel Sakura),"53/1A Đại lộ Bình Dương, Phường Thuận Giao, Thuận An, Bình Dương, Vietnam",Bình Dương
55771087,Khách sạn Minh Phương Thủ Dầu Một (Minh Phương - Khách sạn Thủ Dầu Một Bình Dương),"24 Đường D4, Khu phố 3, Hòa Phú, Bình Dương, Vietnam",Bình Dương
76607961,Khách sạn và Căn hộ Hoàng Dũng by THC Group (Hoang Dung Hotel and Apartment by THC Group),"1a Đường Bình Hòa 24, Khu Phố, Thuận An, Bình Dương, Vietnam",Bình Dương
34174204,Ruby Hotel - Tân Uyên - Bình Dương (Ruby Hotel - Tan Uyen - Binh Duong),"Đường số 1, Khu phố 1, Phường Hội Nghĩa, Thị Xã Tân Uyên, Tỉnh Bình Dương, Hòa Phú, Bình Dương, Vietnam",Bình Dương
263318,Thien Ha Hotel,"Số 58 Đường D9, KDC Chanh Nghĩa, Thủ Dầu Một, Bình Dương, Vietnam",Bình Dương
666016,Hoang Yen Hotel Thu Dau Mot,"12/66 Nguyễn Chí Thanh, Ấp 6, Xã Tương Bình Hiệp, Thủ Dầu Một, Bình Dương, Vietnam",Bình Dương
69330436,"Căn hộ 50 m² 1 phòng ngủ, 1 phòng tắm riêng ở Dĩ An (Luxurry Apartment Charm City)","115 DT743B, KP Thống Nhất 1, Phường Dĩ An, Thành phố Dĩ An, Charm City, Dĩ An, Bình Dương, Vietnam",Bình Dương
78220176,Khách sạn Tân Quý Đô (Tân Quý Đô Hotel),"556 L Th i Tổ, Ho Ph, Hòa Phú, Bình Dương, Vietnam",Bình Dương
55272061,Nhà nghỉ nam phương (Nha nghi nam phuong),"Phú Thọ, Thủ Dầu Một, Bình Dương, Vietnam",Bình Dương
79995184,HongHome Compass One (HongHome Compass One ),"Compass One Building, 239 Hoang Van Thu, Thủ Dầu Một, Bình Dương, Vietnam",Bình Dương
38783514,Khách sạn Khánh Bình (KHÁCH SẠN KHÁNH BÌNH),"Đường tỉnh 741, Hòa Phú, Bình Dương, Vietnam",Bình Dương
24251710,Khách sạn Sao Băng (Sao Bang Hotel),"62 Đường D8, Chánh Nghĩa, Thành Phố Thủ Dầu Một, Bình Dương, Thủ Dầu Một, Vietnam",Bình Dương
64962558,Khách sạn Hoàng Gia (Hoang Gia Hotel),"16 TC1, Thới Hoà, Bến Cát, Bình Dương, Vietnam",Bình Dương
984374,Cuc Phuong Hotel,"Số 28 đường GS2, Khu TTTM DV Quảng Trường Xanh, KP Tây B, Đông Hòa, Dĩ An, Bình Dương, Vietnam",Bình Dương
76068359,hotel Hương Thiên Phú (hotel Huong Thien Phu),"Hotel Hương Thiên Phú, Dĩ An, Bình Dương, Vietnam",Bình Dương
64277532,Khách sạn Bảo Trân 2 (Khach san Bao Tran 2),"D19, Thuận An, Bình Dương, Vietnam",Bình Dương
77725743,Nhà Nghỉ Hoa Đào (Nhà Nghỉ Hoa Đào ),"61/7 Đường D1, Khu d n cư vietsing, Phường Thuận Giao, Thành Phố Thuận An, Tỉnh Bình Dương, Thuận An, Bình Dương, Vietnam",Bình Dương
74337724,Charm Apartment,"Dĩ An, Bình Dương, Vietnam",Bình Dương
68398360,"Chung cư Midori Park The Glory ưu đãi giá theo tuần , tháng (Chung cu Midori Park The Glory uu đai gia theo tuan , thang)","4 Đường Hùng Vương, Hòa Phú, Bình Dương, Vietnam",Bình Dương
12274398,S79 Residences,"khu dan cu Chanh Nghia, Thu Dau Mot, Thủ Dầu Một, Bình Dương, Vietnam",Bình Dương
35427007,Nhà nghỉ Thảo Ngân (Nhà Nghỉ Thảo Ngân ),"79 Đường. Lào Cai, Thủ Dầu Một, Bình Dương, Vietnam",Bình Dương
65453377,Khách sạn Hoàng Triều (皇朝商务会所) (KHÁCH SẠN HOÀNG TRIỀU(皇朝商务会所)Tp.Mới-Bình Dương),"304 Đồng Khởi, Phú Mỹ, 304/7-304/9, Hòa Phú, Bình Dương, Vietnam",Bình Dương
59318539,Khách sạn Hưng Phát (Hotel Hưng Phát),"Binh Hoa 1 Neighborhood, Tan Phuoc Khanh, Thủ Dầu Một, Bình Dương, Vietnam",Bình Dương
45418566,hotel mỹ việt (hotel my viet),"36 Nguyễn An Ninh, Dĩ An, Bình Dương, Vietnam",Bình Dương
2496850,Lavender Hotel,"Lot A3, D5 Street, Chanh Nghia Ward, Thủ Dầu Một, Bình Dương, Vietnam",Bình Dương
42295839,Happy 1 Hotel Binh Duong,"Đường NA2, Bến Cát, Bình Dương, Vietnam",Bình Dương
75848060,Hoàng Nam 2 Hotel Bình Dương (Hoang Nam 2 Hotel Binh Duong),"42/2 Đường Bình Chuẩn 66, Bình Chuẩn, Tân Uyên, Thuận An, Bình Dương, Vietnam",Bình Dương
79077760,Hoàng Lâm Hotel (Hoang Lam Hotel),"14E, Đường Lê Hoàn, Phường Bình Dương, Hòa Phú, Bình Dương, Vietnam",Bình Dương
78328191,Ruby Home,"137 Duong D, KDC Chanh Nghia, Thủ Dầu Một, Bình Dương, Vietnam",Bình Dương
75619509,The Emerald Golf View,"Thuận An, Bình Dương, Vietnam",Bình Dương
54619271,Nhà Nghỉ Hương Giang (Nha Nghi Huong Giang),"289 Đường Trương Định, Phường Hiệp Thành, Thành phốTDM, Bình Dương, Thủ Dầu Một, Vietnam",Bình Dương
71661182,"Căn hộ 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Hòa Phú (Midori Park The Glory apartment (19th Floor))","Hòa Phú, Bình Dương, Vietnam",Bình Dương
69127176,Maison Mia Hotel & Apartment,"Maison Mia Hotel & Apartment Tòa nhà Maison Mia, Hòa Phú, Bình Dương, Vietnam",Bình Dương
42180899,Khách Sạn Khánh Bình - Bình Dương (Khach San Khanh Binh - Binh Duong),"Đường Khánh Bình 28, khu phố Bình Khánh, phường Khánh Bình, thành phố Tân Uyên, tỉnh Bình Dương, Hòa Phú, Bình Dương, Vietnam",Bình Dương
39830558,"Căn hộ 80 m² 3 phòng ngủ, 2 phòng tắm riêng ở Dĩ An (Charm House2 - Floor29)","Dĩ An, Bình Dương, Vietnam",Bình Dương
76381694,"Căn hộ m² 1 phòng ngủ, 1 phòng tắm riêng ở Thuận An (Emerald golf view appartment )","Thuận An, Bình Dương, Vietnam",Bình Dương
47272876,"Nhà riêng 100 m² 2 phòng ngủ, 3 phòng tắm riêng ở Bến Cát (Căn hộ dịch vụ Minh Yến)","Bến Cát, Bình Dương, Vietnam",Bình Dương
79228704,New Lavida,"New Lavida, Số 979 đường ĐT743A, khu phố T n Long, phường Dĩ An, Thành phố Hồ Ch Minh, Dĩ An, Bình Dương, Vietnam",Bình Dương
42072846,Khách sạn Marina Bình Dương (MarinaHotelBinhDuong),"150 Nguyen Huu Canh, 2 Town, Phu Tho Ward, Thu Dau Mot, Binh Duong Province, Thủ Dầu Một, Bình Dương, Vietnam",Bình Dương
1423429,Khách sạn New (New Hotel),"86 Trần Bình Trọng, Thành phố. Thủ Dầu Một, Thủ Dầu Một, Bình Dương, Vietnam",Bình Dương
37329771,"Căn hộ 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Dĩ An (BIG PROMO Luxyry 2 bedroom Charm City Appartment)","Dĩ An, Bình Dương, Vietnam",Bình Dương
79134594,Khách sạn Bcons City (Bcons City Hotel),"Đường. Thống Nhất, Dĩ An, Bình Dương, Vietnam",Bình Dương
65482029,Khách sạn Phương Đông 2 (Khach san Phuong Đong 2),"195 An Phú 10, Thuận An, Bình Dương, Vietnam",Bình Dương
78120100,Công Ty TNHH SẢN XUẤT & THƯƠNG MẠI PHÚC ĐẠT (Cong Ty TNHH SAN XUAT & THUONG MAI PHUC ĐAT),"Khách Sạn Phúc Đạt 3 tầng, Hòa Phú, Bình Dương, Vietnam",Bình Dương
9846724,"Chung cư 32 m² 1 phòng ngủ, 1 phòng tắm riêng ở Thuận An (MODERN 1BR APT IN VIET-SING TOWN)","Thuận An, Bình Dương, Vietnam",Bình Dương
45094383,"Căn hộ 80 m² 2 phòng ngủ, 2 phòng tắm riêng ở Thủ Dầu Một (Căn hộ 2 ngủ View Sài Gòn)","Thủ Dầu Một, Bình Dương, Vietnam",Bình Dương
78120912,Công Ty TNHH SẢN XUẤT & THƯƠNG MẠI PHÚC ĐẠT (Cong Ty TNHH SAN XUAT & THUONG MAI PHUC ĐAT),"Khách Sạn Phúc Đạt 3 tầng, Hòa Phú, Bình Dương, Vietnam",Bình Dương
55769765,"Căn hộ 100 m² 1 phòng ngủ, 1 phòng tắm riêng ở Thuận An (English, Vietnam, Chinese )","Dĩ An, Bình Dương, Vietnam",Bình Dương
47373560,"Nhà riêng 100 m² 2 phòng ngủ, 2 phòng tắm riêng ở Bến Cát (Căn hộ Minh Yến- Căn 2 phòng ngủ.)","Bến Cát, Bình Dương, Vietnam",Bình Dương
64045412,ELLMAN Boutique Hotel,"WPVC+9VW, Thuận An, Bình Dương, Vietnam",Bình Dương
63143382,"Căn hộ 22 m² 1 phòng ngủ, 1 phòng tắm riêng ở Thuận An (Nhà Nghỉ Bảo Trân)","Thuận An, Bình Dương, Vietnam",Bình Dương
64246545,"Căn hộ 49 m² 1 phòng ngủ, 1 phòng tắm riêng ở Dĩ An (Happy House Apartment in Charm City, Di An, BD)","Dĩ An, Bình Dương, Vietnam",Bình Dương
66727643,Chung cư sunrise Becamex (Chung cu sunrise Becamex),"Thủ Dầu Một, Bình Dương, Vietnam",Bình Dương
63143718,"Căn hộ 22 m² 1 phòng ngủ, 1 phòng tắm riêng ở Thuận An (Nhà nghỉ Bảo Trân )","Thuận An, Bình Dương, Vietnam",Bình Dương
78671366,Hotel Gia Bình (Hotel Gia Binh),"Đường Hùng Vương, Bến Cát, Bình Dương, Vietnam",Bình Dương
34732752,"Căn hộ 55 m² 2 phòng ngủ, 1 phòng tắm riêng ở Thuận An (Căn Hộ Cao Cấp 2 PN Tại Dĩ An (Q1, Sân Bay, 15KM))","Thuận An, Bình Dương, Vietnam",Bình Dương
63143738,"Căn hộ 22 m² 1 phòng ngủ, 1 phòng tắm riêng ở Thuận An (Nhà nghỉ Bảo Trân)","Thuận An, Bình Dương, Vietnam",Bình Dương
39581491,Vietnamese-German University Guest Housing,"Bến Cát, Bình Dương, Vietnam",Bình Dương
74586303,"Căn hộ 51 m² 1 phòng ngủ, 1 phòng tắm riêng ở Thuận An (-33% The Emerald Golf View Thuận An)","Thuận An, Bình Dương, Vietnam",Bình Dương
36122072,"Căn hộ 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Dĩ An (Tòa nhà Charm Plaza)","Dĩ An, Bình Dương, Vietnam",Bình Dương
80531404,Khách sạn Dìn Ký Cầu Ngang Bình Dương (Khách Sạn Dìn Ký Cầu Ngang Bình Dương),"94 Binh Nham 02 Street, Binh Nham Ward, Thuan An City, Binh Duong Province, Vietnam, Thuận An, Bình Dương",Bình Dương
35745040,"Căn hộ 50 m² 1 phòng ngủ, 1 phòng tắm riêng ở Dĩ An (Căn Hộ Homstay 2PN - 5 Sao tại Vincom, Dĩ An. )","Dĩ An, Bình Dương, Vietnam",Bình Dương
79830931,Khách sạn Bình Cơ (Bình Cơ Hotel),"Số 902 Đường Hội Nghĩa 83, Phường Hội Nghĩa, Thành phố T n Uy n, Tỉnh Bình Dương Vietnam, Hòa Phú, Bình Dương, Vietnam",Bình Dương
79383320,Platinum,"Đường KK 3, Bến Cát, Bình Dương, Vietnam",Bình Dương
60842508,"Nhà riêng m² 12 phòng ngủ, 12 phòng tắm riêng ở Thuận An (Nhà Nghỉ Ngọc Phạm)","Thuận An, Bình Dương, Vietnam",Bình Dương
21952476,Kỳ Phú (Ky Phu),"89C/1 Town 1A, An Phu Ward, Thuận An, Bình Dương, Vietnam",Bình Dương
59561670,"Căn hộ m² 2 phòng ngủ, 2 phòng tắm riêng ở Thủ Dầu Một (C-Sky View Apartment - 2Brs - Swimming Pool - Gym)","Thủ Dầu Một, Bình Dương, Vietnam",Bình Dương
64038795,Hotel Truong Giang,"Lot J56 NE8 Street, My Phuoc 3, Bến Cát, Bình Dương, Vietnam",Bình Dương
28723451,"Biệt thự 1200 m² 4 phòng ngủ, 5 phòng tắm riêng ở Vinh Phú (Four Bedrooms Riverside Villa with Sunset & Pool)","D88B, Thuận An, Bình Dương, Vietnam",Bình Dương
78040243,"Nhà riêng m² 1 phòng ngủ, 1 phòng tắm riêng ở Xóm Bưng Đìa (Sora Gardens1 1 bedroom 63m2)","Lô C18 Đường Hùng Vương, Phú Mỹ, SORA gardens I, Hòa Phú, Bình Dương, Vietnam",Bình Dương
69127449,Khách Sạn Hoa Anh Đào (Khach San Hoa Anh Đao),"1231/15 Tỉnh lộ 43 1231/15, Thuận An, Bình Dương, Vietnam",Bình Dương
17012626,"Căn hộ 75 m² 2 phòng ngủ, 2 phòng tắm riêng ở Hòa Phú (Nha da ban roi. Khong cho thue nua. Not for rent)","Hòa Phú, Bình Dương, Vietnam",Bình Dương
51664475,"Căn hộ 100 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vinh Phú (the emerad gofl view)","Thuận An, Bình Dương, Vietnam",Bình Dương
39830475,"Căn hộ 96 m² 1 phòng ngủ, 3 phòng tắm riêng ở Dĩ An (Charm House4 - 3bedroom, Floor25)","Dĩ An, Bình Dương, Vietnam",Bình Dương
79940602,Rustic Homestay Bình Dương (Rustic Homestay Binh Duong),"Rustic Homestay Bình Dương Số 7 D6 Khu dân cư Phú Hòa 1, Thủ Dầu Một, Bình Dương, Vietnam",Bình Dương
68549055,"Căn hộ m² 1 phòng ngủ, 1 phòng tắm riêng ở Bến Cát (Hiến )","Bến Cát, Bình Dương, Vietnam",Bình Dương
34732346,"Căn hộ 50 m² 1 phòng ngủ, 1 phòng tắm riêng ở Dĩ An (Căn Hộ Cao Cấp 50M2 Khu VinCom Dĩ An (Chamcity))","Dĩ An, Bình Dương, Vietnam",Bình Dương
35228829,"Căn hộ 55 m² 1 phòng ngủ, 1 phòng tắm riêng ở Dĩ An (Lovely Luxury Apartment 5)","Dĩ An, Bình Dương, Vietnam",Bình Dương
55410691,The Emerald Golf View,"The Emerald Golf View, Thuan An, Binh Duong Province, Vietnam, Thuận An, Bình Dương",Bình Dương
63185997,"Căn hộ 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Thuận An (Khách Sạn Bảo Trân)","Thuận An, Bình Dương, Vietnam",Bình Dương
63326539,"Căn hộ 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Thuận An (Khách Sạn Bảo Trân)","Thuận An, Bình Dương, Vietnam",Bình Dương
23139683,"Nhà riêng 100 m² 2 phòng ngủ, 2 phòng tắm riêng ở Di An (Phong cho thue Di an)","Dĩ An, Bình Dương, Vietnam",Bình Dương
44335172,"Nhà riêng 80 m² 2 phòng ngủ, 2 phòng tắm riêng ở Thủ Dầu Một (Apartment with Saigon river view)","Thủ Dầu Một, Bình Dương, Vietnam",Bình Dương
63143430,"Căn hộ m² 1 phòng ngủ, 1 phòng tắm riêng ở Thuận An (hotell Bảo Trân)","Thuận An, Bình Dương, Vietnam",Bình Dương
27847541,Khu căn hộ S79 Panorama (S79 Residences Panorama),"khu d n cư Ch nh Nghĩa Khu 11, phường Ch nh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương, Thủ Dầu Một, Vietnam",Bình Dương
68419347,"Căn hộ 50 m² 1 phòng ngủ, 1 phòng tắm riêng ở Thủ Dầu Một (Căn hộ Bình Dương-Happy One Central Appartment)","Thủ Dầu Một, Bình Dương, Vietnam",Bình Dương
